Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
686,"Shruti Naik, Nicolas Bouladoux, Christoph Wilhelm, Michael J. Molloy, Rosalba Salcedo, Wolfgang Kastenmuller, Clayton Deming, Mariam Quinones, Lily Koo, Sean Conlan, Sean Spencer, Jason A. Hall, Amiran Dzutsev, Heidi Kong, Daniel J. Campbell, Daniel J. Campbell, Giorgio Trinchieri, Julia A. Segre, Yasmine Belkaid","Compartmentalized Control of Skin Immunity by Resident Commensals",2012,"Science","American Association for the Advancement of Science","http://europepmc.org/articles/PMC3513834","",11,"2020-05-13 17:15:34","Journal article","10.1126/SCIENCE.1225152","","",337,6098,1115,1119,686,85.75,69,19,8,"Intestinal commensal bacteria induce protective and regulatory responses that maintain host-microbial mutualism. However, the contribution of tissue-resident commensals to immunity and inflammation at other barrier sites has not been addressed. We found that in mice, the skin microbiota have an autonomous role in controlling the local inflammatory milieu and tuning resident T lymphocyte function. Protective immunity to a cutaneous pathogen was found to be critically dependent on the skin microbiota but not the gut microbiota. Furthermore, skin commensals tuned the function of local T cells in a manner dependent on signaling downstream of the interleukin-1 receptor. These findings underscore the importance of the microbiota as a distinctive feature of tissue compartmentalization, and provide insight into mechanisms of immune system regulation by resident commensal niches in health and disease."
735,"Yasmine Belkaid, Karl F. Hoffmann, Susana Mendez, Shaden Kamhawi, Mark C. Udey, Tom A. Wynn, David L. Sacks","The Role of Interleukin (IL)-10 in the Persistence of Leishmania major in the Skin after Healing and the Therapeutic Potential of Anti–IL-10 Receptor Antibody for Sterile Cure",2001,"Journal of Experimental Medicine","The Rockefeller University Press","http://cadair.aber.ac.uk/dspace/bitstream/handle/2160/5734/Belkaid%20et%20al.pdf;sequence=1","",12,"2020-05-13 17:15:34","Journal article","10.1084/JEM.194.10.1497","","",194,10,1497,1506,735,38.68,105,7,19,"Some pathogens (e.g., Mycobacterium tuberculosis, Toxoplasma gondii, Leishmania spp) have been shown to persist in their host after clinical cure, establishing the risk of disease reactivation. We analyzed the conditions necessary for the long term maintenance of Leishmania major in genetically resistant C57BL/6 mice after spontaneous healing of their dermal lesions. Interleukin (IL)-10 was found to play an essential role in parasite persistence as sterile cure was achieved in IL-10–deficient and IL-4/IL-10 double-deficient mice. The requirement for IL-10 in establishing latency associated with natural infection was confirmed in IL-10–deficient mice challenged by bite of infected sand flies. The host-parasite equilibrium was maintained by CD4+ and CD8+ T cells which were each able to release IL-10 or interferon (IFN)-γ, and were found to accumulate in chronic sites of infection, including the skin and draining lymph node. A high frequency of the dermal CD4+ T cells released both IL-10 and IFN-γ. Wild-type mice treated transiently during the chronic phase with anti–IL-10 receptor antibodies achieved sterile cure, suggesting a novel therapeutic approach to eliminate latency, infection reservoirs, and the risk of reactivation disease."
564,"Chris Schiering, Chris Schiering, Thomas Krausgruber, Agnieszka Chomka, Anja Fröhlich, Krista Adelmann, Elizabeth A. Wohlfert, Elizabeth A. Wohlfert, Johanna Pott, Thibault Griseri, Julia Bollrath, Ahmed N. Hegazy, Oliver J. Harrison, Benjamin M. J. Owens, Max Löhning, Yasmine Belkaid, Padraic G. Fallon, Fiona Powrie","The alarmin IL-33 promotes regulatory T-cell function in the intestine",2014,"Nature","Europe PMC Funders","http://europepmc.org/articles/PMC4339042","",13,"2020-05-13 17:15:34","Journal article","10.1038/NATURE13577","","",513,7519,564,568,564,94.00,56,18,6,"The alarmin interleukin-33 is constitutively expressed at barrier sites and released in response to tissue damage; here, the IL-33 receptor ST2 is shown to be preferentially expressed on colonic regulatory T cells, where it promotes regulatory T-cell function and adaptation to the inflammatory tissue environment. Interleukin-33 (IL-33) is an 'alarmin', constitutively expressed at barrier sites and released in response to tissue damage where it recruits components of the repair response. This study in two mouse models of colitis shows that the IL-33 receptor ST2 is preferentially expressed on colonic regulatory T cells, where it promotes regulatory T-cell function and adaptation to the inflammatory tissue environment. IL-33 is negatively regulated by the pro-inflammatory cytokine IL-23, suggesting that the balance between IL-33 and IL-23 could be an important controller of intestinal immune responses. FOXP3+ regulatory T cells (Treg cells) are abundant in the intestine, where they prevent dysregulated inflammatory responses to self and environmental stimuli. It is now appreciated that Treg cells acquire tissue-specific adaptations that facilitate their survival and function1; however, key host factors controlling the Treg response in the intestine are poorly understood. The interleukin (IL)-1 family member IL-33 is constitutively expressed in epithelial cells at barrier sites2, where it functions as an endogenous danger signal, or alarmin, in response to tissue damage3. Recent studies in humans have described high levels of IL-33 in inflamed lesions of inflammatory bowel disease patients4,5,6,7, suggesting a role for this cytokine in disease pathogenesis. In the intestine, both protective and pathological roles for IL-33 have been described in murine models of acute colitis8,9,10,11, but its contribution to chronic inflammation remains ill defined. Here we show in mice that the IL-33 receptor ST2 is preferentially expressed on colonic Treg cells, where it promotes Treg function and adaptation to the inflammatory environment. IL-33 signalling in T cells stimulates Treg responses in several ways. First, it enhances transforming growth factor (TGF)-β1-mediated differentiation of Treg cells and, second, it provides a necessary signal for Treg-cell accumulation and maintenance in inflamed tissues. Strikingly, IL-23, a key pro-inflammatory cytokine in the pathogenesis of inflammatory bowel disease, restrained Treg responses through inhibition of IL-33 responsiveness. These results demonstrate a hitherto unrecognized link between an endogenous mediator of tissue damage and a major anti-inflammatory pathway, and suggest that the balance between IL-33 and IL-23 may be a key controller of intestinal immune responses."
522,"Guillaume Oldenhove, Nicolas Bouladoux, Elizabeth Ea Wohlfert, Jason A. Hall, Jason A. Hall, David Chou, Liliane Dos Santos, Shaun O'Brien, Rebecca Blank, Erika Lamb, Sundar Natarajan, Robin Kastenmayer, Christopher Hunter, Michael Me Grigg, Yasmine Belkaid","Decrease of Foxp3+ Treg Cell Number and Acquisition of Effector Cell Phenotype during Lethal Infection",2009,"Immunity","Cell Press","http://europepmc.org/articles/PMC2814877/","",14,"2020-05-13 17:15:34","Journal article","10.1016/J.IMMUNI.2009.10.001","","",31,5,772,786,522,47.45,52,15,11,"Summary Using a model of lethal oral infection with Toxoplasma gondii , we examined the fate of both induced and natural regulatory T (Treg) cells in the face of strong inflammatory responses occurring in a tolerogenic-prone environment. We found that during highly T helper 1 (Th1) cell-polarized mucosal immune responses, Treg cell numbers collapsed via multiple pathways, including blockade of Treg cell induction and disruption of endogenous Treg cell homeostasis. In particular, shutdown of interleukin 2 (IL-2) in the highly Th1 cell-polarized environment triggered by infection directly contributes to Treg cell incapacity to suppress effector responses and eventually leads to immunopathogenesis. Furthermore, we found that environmental cues provided by both local dendritic cells and effector T cells can induce the expression of T-bet transcription factor and IFN-γ by Treg cells. These data reveal a mechanism for Th1 cell pathogenicity that extends beyond their proinflammatory program to limit Treg cell survival."
508,"Arthur Mortha, Aleksey Chudnovskiy, Daigo Hashimoto, Milena Bogunovic, Sean P. Spencer, Yasmine Belkaid, Miriam Merad","Microbiota-Dependent Crosstalk Between Macrophages and ILC3 Promotes Intestinal Homeostasis",2014,"Science","American Association for the Advancement of Science","http://europepmc.org/articles/PMC4291125","",15,"2020-05-13 17:15:34","Journal article","10.1126/SCIENCE.1249288","","",343,6178,1249288,1249288,508,84.67,73,7,6,"The intestinal microbiota and tissue resident myeloid cells promote immune responses that maintain intestinal homeostasis in the host. However, the cellular cues that translate microbial signals into intestinal homeostasis remain unclear. Here, we show that deficient granulocyte macrophage colony-stimulating factor (GM-CSF) production altered mononuclear phagocyte (MNP) effector functions and led to reduced regulatory T cell (Tregs) numbers and impaired oral tolerance. We observed that RORγt+ innate lymphoid cells (ILC) are the primary source of GM-CSF in the gut and that ILC-driven GM-CSF production was dependent on the ability of macrophages to sense microbial signals and produce interleukin (IL)-1β. Our findings reveal that commensal microbes promote a crosstalk between innate myeloid and lymphoid cells that leads to immune homeostasis in the intestine."
473,"Jason A. Hall, Jason A. Hall, Nicolas Bouladoux, Cheng Ming Sun, Elizabeth A. Wohlfert, Rebecca B. Blank, Qing Zhu, Michael E. Grigg, Jay A. Berzofsky, Yasmine Belkaid","Commensal DNA Limits Regulatory T Cell Conversion and Is a Natural Adjuvant of Intestinal Immune Responses",2008,"Immunity","Cell Press","http://europepmc.org/articles/PMC2712925","",16,"2020-05-13 17:15:34","Journal article","10.1016/J.IMMUNI.2008.08.009","","",29,4,637,649,473,39.42,47,10,12,"Summary The intestinal tract is in intimate contact with the commensal microflora. Nevertheless, how commensals communicate with cells to ensure immune homeostasis is still unclear. In this study, we found that gut flora DNA (gfDNA) plays a major role in intestinal homeostasis through Toll-like receptor 9 (TLR9) engagement. Tlr9 −/− mice displayed increased frequencies of CD4 + Foxp3 + regulatory T (Treg) cells within intestinal effector sites and reduced constitutive IL-17- and IFN-γ-producing effector T (Teff) cells. Complementing this, gfDNA limited lamina propria dendritic cell-induced Treg cell conversion in vitro. Further, Treg/Teff cell disequilibrium in Tlr9 −/− mice led to impaired immune responses to oral infection and to oral vaccination. Impaired intestinal immune responses were recapitulated in mice treated with antibiotics and were reversible after reconstitution with gfDNA. Together, these data point to gfDNA as a natural adjuvant for priming intestinal responses via modulation of Treg/Teff cell equilibrium."
547,"Claudia Jakubzick, Claudia Jakubzick, Emmanuel L. Gautier, Sophie L. Gibbings, Dorothy K. Sojka, Andreas Schlitzer, Theodore E. Johnson, Stoyan Ivanov, Qiaonan Duan, Shashi Bala, Tracy Condon, Nico van Rooijen, John R. Grainger, Yasmine Belkaid, Avi Ma’ayan, David W.H. Riches, Wayne M. Yokoyama, Florent Ginhoux, Peter M. Henson, Gwendalyn J. Randolph, Gwendalyn J. Randolph","Minimal Differentiation of Classical Monocytes as They Survey Steady-State Tissues and Transport Antigen to Lymph Nodes",2013,"Immunity","Cell Press","http://europepmc.org/articles/PMC3820017","",17,"2020-05-13 17:15:34","Journal article","10.1016/J.IMMUNI.2013.08.007","","",39,3,599,610,547,78.14,55,21,7,"Summary It is thought that monocytes rapidly differentiate to macrophages or dendritic cells (DCs) upon leaving blood. Here we have shown that Ly-6C + monocytes constitutively trafficked into skin, lung, and lymph nodes (LNs). Entry was unaffected in gnotobiotic mice. Monocytes in resting lung and LN had similar gene expression profiles to blood monocytes but elevated transcripts of a limited number of genes including cyclo-oxygenase-2 (COX-2) and major histocompatibility complex class II (MHCII), induced by monocyte interaction with endothelium. Parabiosis, bromodoxyuridine (BrdU) pulse-chase analysis, and intranasal instillation of tracers indicated that instead of contributing to resident macrophages in the lung, recruited endogenous monocytes acquired antigen for carriage to draining LNs, a function redundant with DCs though differentiation to DCs did not occur. Thus, monocytes can enter steady-state nonlymphoid organs and recirculate to LNs without differentiation to macrophages or DCs, revising a long-held view that monocytes become tissue-resident macrophages by default."
565,"Yasmine Belkaid, Shaden Kamhawi, Govind Modi, Jesus Valenzuela, Nancy Noben-Trauth, Edgar Rowton, José Ribeiro, David L. Sacks","Development of a Natural Model of Cutaneous Leishmaniasis: Powerful Effects of Vector Saliva and Saliva Preexposure on the Long-Term Outcome of Leishmania major Infection in the Mouse Ear Dermis",1998,"Journal of Experimental Medicine","The Rockefeller University Press","http://europepmc.org/articles/PMC2212417","",18,"2020-05-13 17:15:34","Journal article","10.1084/JEM.188.10.1941","","",188,10,1941,1953,565,25.68,71,8,22,"We have developed a model of cutaneous leishmaniasis due to Leishmania major that seeks to mimic the natural conditions of infection. 1,000 metacyclic promastigotes were coinoculated with a salivary gland sonicate (SGS) obtained from a natural vector, Phlebotomus papatasii , into the ear dermis of naive mice or of mice preexposed to SGS. The studies reveal a dramatic exacerbating effect of SGS on lesion development in the dermal site, and a complete abrogation of this effect in mice preexposed to salivary components. In both BALB/c and C57Bl/6 (B/6) mice, the dermal lesions appeared earlier, were more destructive, and contained greater numbers of parasites after infection in the presence of SGS. Furthermore, coinoculation of SGS converted B/6 mice into a nonhealing phenotype. No effect of SGS was seen in either IL-4– deficient or in SCID mice. Disease exacerbation in both BALB/c and B/6 mice was associated with an early (6 h) increase in the frequency of epidermal cells producing type 2 cytokines. SGS did not elicit type 2 cytokines in the epidermis of mice previously injected with SGS. These mice made antisaliva antibodies that were able to neutralize the ability of SGS to enhance infection and to elicit IL-4 and IL-5 responses in the epidermis. These results are the first to suggest that for individuals at risk of vector-borne infections, history of exposure to vector saliva might influence the outcome of exposure to transmitted parasites."
571,"Yasmine Belkaid, Kristin Tarbell","Regulatory T cells in the control of host-microorganism interactions (*).",2009,"Annual Review of Immunology","Annual Reviews","https://ncbi.nlm.nih.gov/pubmed/19302048","",19,"2020-05-13 17:15:34","Journal article","10.1146/ANNUREV.IMMUNOL.021908.132723","","",27,1,551,589,571,51.91,286,2,11,"Each microenvironment requires a specific set of regulatory elements that are finely and constantly tuned to maintain local homeostasis. Various populations of regulatory T cells contribute to the maintenance of this equilibrium and establishment of controlled immune responses. In particular, regulatory T cells limit the magnitude of effector responses, which may result in failure to adequately control infection. However, regulatory T cells also help limit collateral tissue damage caused by vigorous antimicrobial immune responses against pathogenic microbes as well as commensals. In this review, we describe various situations in which the balance between regulatory T cells and effector immune functions influence the outcome of host-microorganism coexistence and discuss current hypotheses and points of polemic associated with the origin, target, and antigen specificity of both endogenous and induced regulatory T cells during these interactions."
473,"Ian P. Lewkowich, Nancy S. Herman, Kathleen W. Schleifer, Matthew P. Dance, Brian L. Chen, Krista M. Dienger, Alyssa A. Sproles, Jaimin S. Shah, Jörg Köhl, Yasmine Belkaid, Marsha Wills-Karp","CD4+CD25+ T cells protect against experimentally induced asthma and alter pulmonary dendritic cell phenotype and function",2005,"Journal of Experimental Medicine","The Rockefeller University Press","http://europepmc.org/articles/PMC2213331","",20,"2020-05-13 17:15:34","Journal article","10.1084/JEM.20051506","","",202,11,1549,1561,473,31.53,47,11,15,"The role of natural CD4+CD25+ regulatory T (T reg) cells in the control of allergic asthma remains poorly understood. We explore the impact of T reg cell depletion on the allergic response in mice susceptible (A/J) or comparatively resistant (C3H) to the development of allergen-induced airway hyperresponsiveness (AHR). In C3H mice, anti-CD25–mediated T reg cell depletion before house dust mite treatment increased several features of the allergic diathesis (AHR, eosinophilia, and IgE), which was concomitant with elevated T helper type 2 (Th2) cytokine production. In similarly T reg cell–depleted A/J mice, we observed a moderate increase in airway eosinophilia but no effects on AHR, IgE levels, or Th2 cytokine synthesis. As our experiments suggested that T reg cell depletion in C3H mice before sensitization was sufficient to enhance the allergic phenotype, we characterized dendritic cells (DCs) in T reg cell–depleted C3H mice. T reg cell–depleted mice had increased numbers of pulmonary myeloid DCs with elevated expression of major histocompatibility complex class II, CD80, and CD86. Moreover, DCs from T reg cell–depleted mice demonstrated an increased capacity to stimulate T cell proliferation and Th2 cytokine production, which was concomitant with reduced IL-12 expression. These data suggest that resistance to allergen-driven AHR is mediated in part by CD4+CD25+ T reg cell suppression of DC activation and that the absence of this regulatory pathway contributes to susceptibility."
