Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
255,"Gustavo Deco, Giulio Tononi, Melanie Boly, Morten L Kringelbach, Morten L Kringelbach",Rethinking segregation and integration: contributions of whole-brain modelling,2015,Nature Reviews Neuroscience,,http://www.nature.com/articles/nrn3963,,13,06/05/2020 21:15,Journal article,10.1038/NRN3963,,,16,7,430,439,255,51,51,5,5,"The brain balances the segregation and integration of incoming information to facilitate flexible cognition and behaviour. In this Opinion article, Deco and colleagues argue that whole-brain computational modelling based on neuroimaging data can provide insights into these segregation and integration processes."
301,"Gustavo Deco, Edmund T Rolls","Attention, short-term memory, and action selection: A unifying theory",2005,Progress in Neurobiology,,http://www.oxcns.org/papers/391_Deco+Rolls05.pdf,,14,06/05/2020 21:15,Journal article,10.1016/J.PNEUROBIO.2005.08.004,,,76,4,236,256,301,20.07,151,2,15,"Cognitive behaviour requires complex context-dependent processing of information that emerges from the links between attentional perceptual processes, working memory and reward-based evaluation of the performed actions. We describe a computational neuroscience theoretical framework which shows how an attentional state held in a short term memory in the prefrontal cortex can by top-down processing influence ventral and dorsal stream cortical areas using biased competition to account for many aspects of visual attention. We also show how within the prefrontal cortex an attentional bias can influence the mapping of sensory inputs to motor outputs, and thus play an important role in decision making. We also show how the absence of expected rewards can switch an attentional bias signal, and thus rapidly and flexibly alter cognitive performance. This theoretical framework incorporates spiking and synaptic dynamics which enable single neuron responses, fMRI activations, psychophysical results, the effects of pharmacological agents, and the effects of damage to parts of the system to be explicitly simulated and predicted. This computational neuroscience framework provides an approach for integrating different levels of investigation of brain function, and for understanding the relations between them. The models also directly address how bottom-up and top-down processes interact in visual cognition, and show how some apparently serial processes reflect the operation of interacting parallel distributed systems. # 2005 Elsevier Ltd. All rights reserved."
243,"Gustavo Deco, Maurizio Corbetta",The Dynamical Balance of the Brain at Rest,2011,The Neuroscientist,,http://europepmc.org/articles/PMC4139497,,15,06/05/2020 21:15,Journal article,10.1177/1073858409354384,,,17,1,107,123,243,27,122,2,9,"The authors review evidence that spontaneous, that is, not stimulus or task driven, activity in the brain at the level of large-scale neural systems is not noise, but orderly and organized in a series of functional networks that maintain, at all times, a high level of coherence. These networks of spontaneous activity correlation or resting state networks (RSN) are closely related to the underlying anatomical connectivity, but their topography is also gated by the history of prior task activation. Network coherence does not depend on covert cognitive activity, but its strength and integrity relates to behavioral performance. Some RSN are functionally organized as dynamically competing systems both at rest and during tasks. Computational studies show that one of such dynamics, the anticorrelation between networks, depends on noise-driven transitions between different multistable cluster synchronization states. These multistable states emerge because of transmission delays between regions that are modeled as..."
237,"Gustavo Deco, Viktor K Jirsa, Anthony R Mcintosh",Resting brains never rest: computational insights into potential cognitive architectures,2013,Trends in Neurosciences,,https://ncbi.nlm.nih.gov/pubmed/23561718,,16,06/05/2020 21:15,Journal article,10.1016/J.TINS.2013.03.001,,,36,5,268,274,237,33.86,79,3,7,"Resting-state networks (RSNs), which have become a main focus in neuroimaging research, can be best simulated by large-scale cortical models in which networks teeter on the edge of instability. In this state, the functional networks are in a low firing stable state while they are continuously pulled towards multiple other configurations. Small extrinsic perturbations can shape task-related network dynamics, whereas perturbations from intrinsic noise generate excursions reflecting the range of available functional networks. This is particularly advantageous for the efficiency and speed of network mobilization. Thus, the resting state reflects the dynamical capabilities of the brain, which emphasizes the vital interplay of time and space. In this article, we propose a new theoretical framework for RSNs that can serve as a fertile ground for empirical testing."
238,"Gustavo Deco, Edmund T Rolls",Neurodynamics of biased competition and cooperation for attention: a model with spiking neurons,2005,Journal of Neurophysiology,,http://www.ncbi.nlm.nih.gov/pubmed/15703227,,17,06/05/2020 21:15,Journal article,10.1152/JN.01095.2004,,,94,1,295,313,238,15.87,119,2,15,"Recent neurophysiological experiments have led to a promising “biased competition hypothesis” of the neural basis of attention. According to this hypothesis, attention appears as a sometimes nonlin..."
226,"Gustavo Deco, Morten L Kringelbach, Morten L Kringelbach",Great expectations: using whole-brain computational connectomics for understanding neuropsychiatric disorders.,2014,Neuron,,http://www.ncbi.nlm.nih.gov/pubmed/25475184,,19,06/05/2020 21:15,Journal article,10.1016/J.NEURON.2014.08.034,,,84,5,892,905,226,37.67,75,3,6,"The study of human brain networks with in vivo neuroimaging has given rise to the field of connectomics, furthered by advances in network science and graph theory informing our understanding of the topology and function of the healthy brain. Here our focus is on the disruption in neuropsychiatric disorders (pathoconnectomics) and how whole-brain computational models can help generate and predict the dynamical interactions and consequences of brain networks over many timescales. We review methods and emerging results that exhibit remarkable accuracy in mapping and predicting both spontaneous and task-based healthy network dynamics. This raises great expectations that whole-brain modeling and computational connectomics may provide an entry point for understanding brain disorders at a causal mechanistic level, and that computational neuropsychiatry can ultimately be leveraged to provide novel, more effective therapeutic interventions, e.g., through drug discovery and new targets for deep brain stimulation. Video Abstract"
217,"Joana Cabral, Joana Cabral, Morten L Kringelbach, Gustavo Deco",Exploring the network dynamics underlying brain activity during rest,2014,Progress in Neurobiology,,http://www.ncbi.nlm.nih.gov/pubmed/24389385,,20,06/05/2020 21:15,Journal article,10.1016/J.PNEUROBIO.2013.12.005,,,114,,102,131,217,36.17,54,4,6,"Abstract Since the mid 1990s, the intriguing dynamics of the brain at rest has been attracting a growing body of research in neuroscience. Neuroimaging studies have revealed distinct functional networks that slowly activate and deactivate, pointing to the existence of an underlying network dynamics emerging spontaneously during rest, with specific spatial, temporal and spectral characteristics. Several theoretical scenarios have been proposed and tested with the use of large-scale computational models of coupled brain areas. However, a mechanistic explanation that encompasses all the phenomena observed in the brain during rest is still to come. In this review, we provide an overview of the key findings of resting-state activity covering a range of neuroimaging modalities including fMRI, EEG and MEG. We describe how to best define and analyze anatomical and functional brain networks and how unbalancing these networks may lead to problems with mental health. Finally, we review existing large-scale models of resting-state dynamics in health and disease. An important common feature of resting-state models is that the emergence of resting-state functional networks is obtained when the model parameters are such that the system operates at the edge of a bifurcation. At this critical working point, the global network dynamics reveals correlation patterns that are spatially shaped by the underlying anatomical structure, leading to an optimal fit with the empirical BOLD functional connectivity. However, new insights coming from recent studies, including faster oscillatory dynamics and non-stationary functional connectivity, must be taken into account in future models to fully understand the network mechanisms leading to the resting-state activity."
169,"Panagiota Theodoni, T Panagiotaropoulos, Vishal Kapoor, N K Logothetis, N K Logothetis, Gustavo Deco",Cortical Microcircuit Dynamics Mediating Binocular Rivalry: The Role of Adaptation in Inhibition,2011,Frontiers in Human Neuroscience,,http://europepmc.org/articles/PMC3224982,,21,06/05/2020 21:15,Journal article,10.3389/FNHUM.2011.00145,,,5,145,1,19,169,18.78,28,6,9,"Perceptual bistability arises when two conflicting interpretations of an ambiguous stimulus or images in binocular rivalry (BR) compete for perceptual dominance. From a computational point of view competition models based on cross-inhibition and adaptation have shown that noise is a crucial force for rivalry and operates in balance with adaptation in order to explain the observed alternations in perception. In particular, noise-driven transitions and adaptation-driven oscillations define two dynamical regimes and the system operates near its boundary. In order to gain insights into the microcircuit dynamics mediating spontaneous perceptual alternations we used a reduced recurrent attractor-based biophysically realistic spiking network well known for working memory, attention and decision-making, where a spike-frequency adaptation mechanism is implemented to account for perceptual bistability. We, thus, derived a consistently reduced four-variable population rate model using mean-field techniques and tested it on BR data collected from human subjects. Our model accounts for experimental data parameters such as time dominance, coefficient of variation and gamma distribution. In addition, we show that our model also operates on the boundary between noise and adaptation and agrees with Levelt’s second revised and fourth propositions. These results show for the first time that a consistent reduction of a biophysically realistic spiking network of integrate and fire neurons with spike frequency adaptation could account for BR. Moreover, we demonstrate that BR can be explained only through the dynamics of the competing neuronal pools, without taking into account the adaptation of inhibitory interneurons..However, adaptation of interneurons affects the optimal parametric space of the system, by decreasing the overall adaptation necessary for the bifurcation to occur."
370,"Gustavo Deco, Edmund T Rolls, Ranulfo Romo",Stochastic dynamics as a principle of brain function,2009,Progress in Neurobiology,,http://www.ncbi.nlm.nih.gov/pubmed/19428958,,22,06/05/2020 21:15,Journal article,10.1016/J.PNEUROBIO.2009.01.006,,,88,1,1,16,370,33.64,123,3,11,"The relatively random spiking times of individual neurons are a source of noise in the brain. We show that in a finite-sized cortical attractor network, this can be an advantage, for it leads to probabilistic behavior that is advantageous in decision-making, by preventing deadlock, and is important in signal detectability. We show how computations can be performed through stochastic dynamical effects, including the role of noise in enabling probabilistic jumping across barriers in the energy landscape describing the flow of the dynamics in attractor networks. The results obtained in neurophysiological studies of decision-making and signal detectability are modelled by the stochastical neurodynamics of integrate-and-fire networks of neurons with probabilistic neuronal spiking. We describe how these stochastic neurodynamical effects can be analyzed, and their importance in many aspects of brain function, including decision-making, memory recall, short-term memory, and attention."
156,"Gustavo Deco, Edmund T Rolls",Attention and working memory: a dynamical model of neuronal activity in the prefrontal cortex.,2003,European Journal of Neuroscience,,http://europepmc.org/abstract/MED/14622200,,23,06/05/2020 21:15,Journal article,10.1046/J.1460-9568.2003.02956.X,,,18,8,2374,2390,156,9.18,78,2,17,"Cognitive behaviour requires complex context-dependent mapping between sensory stimuli and actions. The same stimulus can lead to different behaviours depending on the situation, or the same behaviour may be elicited by different cueing stimuli. Neurons in the primate prefrontal cortex show task-specific firing activity during working memory delay periods. These neurons provide a neural substrate for mapping stimulus and response in a flexible, context- or rule-dependent, fashion. We describe here an integrate-and-fire network model to explain and investigate the different types of working-memory-related neuronal activity observed. The model contains different populations (or pools) of neurons (as found neurophysiologically) in attractor networks which respond in the delay period to the stimulus object, the stimulus position ('sensory pools'), to combinations of the stimulus sensory properties (e.g. the object identity or object location) and the response ('intermediate pools'), and to the response required (left or right) ('premotor pools'). The pools are arranged hierarchically, are linked by associative synaptic connections, and have global inhibition through inhibitory interneurons to implement competition. It is shown that a biasing attentional input to define the current rule applied to the intermediate pools enables the system to select the correct response in what is a biased competition model of attention. The integrate-and-fire model not only produces realistic spiking dynamicals very similar to the neuronal data but also shows how dopamine could weaken and shorten the persistent neuronal activity in the delay period; and allows us to predict more response errors when dopamine is elevated because there is less different activity in the different pools of competing neurons, resulting in more conflict."
171,"Laura Martignon, Gustavo Deco, Kathryn B Laskey, Mathew Diamond, Winrich A Freiwald, Eilon Vaadia",Neural Coding: Higher-Order Temporal Patterns in the Neurostatistics of Cell Assemblies,2000,Neural Computation,,http://cognet.mit.edu/journal/10.1162/089976600300014872,,24,06/05/2020 21:15,Journal article,10.1162/089976600300014872,,,12,11,2621,2653,171,8.55,29,6,20,"Recent advances in the technology of multiunit recordings make it possible to test Hebb's hypothesis that neurons do not function in isolation but are organized in assemblies. This has created the need for statistical approaches to detecting the presence of spatiotemporal patterns of more than two neurons in neuron spike train data. We mention three possible measures for the presence of higher-order patterns of neural activation-coef ficients of log-linear models, connected cumulants, and redundancies-and present arguments in favor of the coefficients of loglinear models. We present test statistics for detecting the presence of higher-order interactions in spike train data by parameterizing these interactions in terms of coefficients of log-linear models. We also present a Bayesian approach for inferring the existence or absence of interactions and estimating their strength. The two methods, the frequentist and the Bayesian one, are shown to be consistent in the sense that interactions that are detected by either method also tend to be detected by the other. A heuristic for the analysis of temporal patterns is also proposed. Finally, a Bayesian test is presented that establishes stochastic differences between recorded segments of data. The methods are applied to experimental data and synthetic data drawn from our statistical models. Our experimental data are drawn from multiunit recordings in the prefrontal cortex of behaving monkeys, the somatosensory cortex of anesthetized rats, and multiunit recordings in the visual cortex of behaving monkeys."
196,"Gustavo Deco, Edmund T Rolls",Decision‐making and Weber's law: a neurophysiological model,2006,European Journal of Neuroscience,,http://europepmc.org/abstract/MED/16930418,,25,06/05/2020 21:15,Journal article,10.1111/J.1460-9568.2006.04940.X,,,24,3,901,916,196,14,98,2,14,"We describe an integrate-and-fire attractor model of the decision-related activity of ventral premotor cortex (VPC) neurons during a vibrotactile frequency comparison task [Romo et al. (2004) Neuron, 41, 165–173]. Populations of neurons for each decision in a biased competition attractor network receive a bias input that depends on the firing rates of VPC neurons that code for the two vibrotactile frequencies. The firing rate of the neurons in whichever attractor wins, reflects the sign of the difference in the frequencies (Df) being compared but not the absolute frequencies. However, the transition from the initial spontaneous firing state to one of the two possible attractor states depends probabilistically on the difference of the vibrotactile frequencies scaled by the base frequency. This is due to finite size noise effects related to the spiking activity in the network, and the divisive feedback inhibition implemented through inhibitory interneurons. Thus the neurophysiological basis for a psychophysical effect, Weber’s Law, can be related to statistical fluctuations and divisive inhibition in an attractor decision-making network."
148,"Lucas C Parra, Gustavo Deco, Stefan Miesbach",Statistical independence and novelty detection with information preserving nonlinear maps,1996,Neural Computation,,http://cognet.mit.edu/journal/10.1162/neco.1996.8.2.260,,26,06/05/2020 21:15,Journal article,10.1162/NECO.1996.8.2.260,,,8,2,260,269,148,6.17,49,3,24,"According to Barlow (1989), feature extraction can be understood as finding a statistically independent representation of the probability distribution underlying the measured signals. The search for a statistically independent representation can be formulated by the criterion of minimal mutual information, which reduces to decorrelation in the case of gaussian distributions. If nongaussian distributions are to be considered, minimal mutual information is the appropriate generalization of decorrelation as used in linear Principal Component Analyses (PCA). We also generalize to nonlinear transformations by only demanding perfect transmission of information. This leads to a general class of nonlinear transformations, namely symplectic maps. Conservation of information allows us to consider only the statistics of single coordinates. The resulting factorial representation of the joint probability distribution gives a density estimation. We apply this concept to the real world problem of electrical motor fault detection treated as a novelty detection task."
139,"Joana Cabral, Joana Cabral, Henry Luckhoo, Mark W Woolrich, Morten Joensson, Morten Joensson, Hamid Mohseni, Adam Baker, Morten L Kringelbach, Morten L Kringelbach, Gustavo Deco",Exploring mechanisms of spontaneous functional connectivity in MEG: How delayed network interactions lead to structured amplitude envelopes of band-pass filtered oscillations,2014,NeuroImage,,http://www.ncbi.nlm.nih.gov/pubmed/24321555,,27,06/05/2020 21:15,Journal article,10.1016/J.NEUROIMAGE.2013.11.047,,,90,,423,435,139,23.17,14,11,6,"Abstract Spontaneous (or resting-state) brain activity has attracted a growing body of neuroimaging research over the last decades. Whole-brain network models have proved helpful to investigate the source of slow ( In this work, we combine experimental and theoretical work to investigate the mechanisms of spontaneous MEG functional connectivity. Using a simple model of coupled oscillators adapted to incorporate realistic whole-brain connectivity and conduction delays, we explore how slow and structured amplitude envelopes of band-pass filtered signals – fairly reproducing MEG data collected from 10 healthy subjects at rest – are generated spontaneously in the space-time structure of the brain network. Our simulation results show that the large-scale neuroanatomical connectivity provides an optimal network structure to support a regime with metastable synchronization. In this regime, different subsystems may temporarily synchronize at reduced collective frequencies (falling in the 8–30 Hz range due to the delays) while the global system never fully synchronizes. This mechanism modulates the frequency of the oscillators on a slow time-scale ("
